	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_9342	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9355	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_485	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	Clade III_NA	Clade III_NA
ASV_567	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	Clade III_NA	Clade III_NA
ASV_568	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	Clade III_NA	Clade III_NA
ASV_1997	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	Clade III_NA	Clade III_NA
ASV_2638	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	Clade III_NA	Clade III_NA
ASV_5288	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	Clade III_NA	Clade III_NA
ASV_5299	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	Clade III_NA	Clade III_NA
ASV_8627	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	Clade III_NA	Clade III_NA
ASV_9143	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	Clade III_NA	Clade III_NA
ASV_211	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_549	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_662	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_722	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_1213	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_1650	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_1909	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_2362	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_2498	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_4908	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_7040	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_8553	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_8988	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV_NA	Clade IV_NA
ASV_7665	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	Cloacibacterium_sp.
ASV_1069	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_1488	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_1519	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_1576	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_1640	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_1749	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_1888	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2042	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2045	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2079	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2157	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2270	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2382	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2399	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2469	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2473	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2782	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_2812	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3045	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3047	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3141	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3292	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3364	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3374	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3505	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3512	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3643	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3707	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3916	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_3917	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_4180	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_4502	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_4503	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_4818	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_5043	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_5066	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_5180	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_5455	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_5597	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_5685	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_6800	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_7043	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_7580	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_7727	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_8108	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_8323	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_8551	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014_NA	Clostridia UCG-014_NA	Clostridia UCG-014_NA
ASV_185	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_278	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_296	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_471	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_815	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_912	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_1010	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_1119	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_1355	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_1461	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_1482	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_1862	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2039	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2047	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2251	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2274	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2321	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2617	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2693	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2807	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2819	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_2826	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_3322	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_3365	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_3515	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_3536	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_3658	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_3659	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_3702	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_5162	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_5227	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_5609	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_6828	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_7699	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA	Clostridia vadinBB60 group_NA
ASV_6016	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_NA	Clostridiaceae_NA
ASV_76	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1_sp.
ASV_995	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1_sp.
ASV_1546	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1_sp.
ASV_2339	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1_sp.
ASV_6743	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1_sp.
ASV_8156	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1_sp.
ASV_8171	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1_sp.
ASV_2445	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	Cm1-21_sp.
ASV_4125	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	Cm1-21_sp.
ASV_5633	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	Cm1-21_sp.
ASV_7612	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	Cm1-21_sp.
ASV_756	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	Cobetia_sp.
ASV_259	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_1863	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_2335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_2336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_2914	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_3569	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_5562	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_5687	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_5708	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_6732	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_6890	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_7478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_7757	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_8898	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_8899	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	Cognatishimia_sp.
ASV_2484	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatiyoonia	Cognatiyoonia_sp.
ASV_320	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Cohaesibacter	Cohaesibacter_sp.
ASV_1248	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Cohaesibacter	Cohaesibacter_sp.
ASV_2894	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Cohaesibacter	Cohaesibacter_sp.
ASV_5688	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Cohaesibacter	Cohaesibacter_sp.
ASV_838	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_1008	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_1042	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_1088	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_1153	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_1330	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_1485	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_1573	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_1987	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_1989	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2021	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2029	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2253	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2266	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2273	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2282	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2326	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2332	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2397	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2516	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2553	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2607	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2692	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2714	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2804	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2814	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_2913	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_3189	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_3211	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_3326	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_3341	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_3457	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_3497	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_3733	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_3861	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_3927	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_4163	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_4179	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_4406	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_4429	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_4451	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
ASV_4460	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_sp.
